measTimeStampRf,du-id,nrCellIdentity,prb_usage,targetTput,throughput,ue-id,x,y,rsrp,rsrq,rssinr,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nbCellIdentity_4,rsrp_nb0,rsrq_nb0,rssinr_nb0,rsrp_nb1,rsrq_nb1,rssinr_nb1,rsrp_nb2,rsrq_nb2,rssinr_nb2,rsrp_nb3,rsrq_nb3,rssinr_nb3,rsrp_nb4,rsrq_nb4,rssinr_nb4,Anomaly,Degradation
2021-06-25T11:42:58.865,1003,c3/B13,45.0,0.1,0.07624891707102,Waiting passenger 1,-512.0,-913.0,-118.22971706732746,-40.79354144386467,13.999070385475926,c3/N77,c2/B13,c3/B2,c10/B13,c1/B13,-116.22501882958473,-40.79290227591768,16.003768623218654,-119.36398537359848,-40.79405733388117,12.8648020792049,-124.10422682336424,-40.79849580790426,8.12456062943916,-125.37447229239685,-40.80076415253248,6.854315160406532,-126.13155166708712,-40.8024668336771,6.097235785716252,0,
2021-06-25T11:42:58.875,1009,c9/N77,52.0,0.1,0.1,Waiting passenger 6,-1593.0,-877.0,-116.15870288554056,-40.792885763093366,16.07008456726281,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-118.1634011232833,-40.79351524830079,14.06538632952008,-122.07261488126348,-40.7959999878686,10.156172571539903,-122.6179925680168,-40.79655998727439,9.610794884786593,-123.04228739286958,-40.797046928553975,9.186500059933778,-124.0379108793201,-40.798394606382985,8.190876573483319,0,
2021-06-25T11:42:58.875,1013,c13/B13,45.0,0.3,0.178549474218475,Train passenger 1,2115.2,-1004.0,-89.05263789449772,-10.793902068710024,33.17614955830565,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-94.92714765053448,-10.7998888349925,27.30163980226892,-87.04793965675495,-10.793129605734578,35.18084779604841,-98.40191943211435,-10.809768039761396,23.826868020689,-98.91962484704152,-10.81203596809408,23.30916260576185,-101.83778948694756,-10.831322504612515,20.390997965855817,0,
2021-06-25T11:42:58.885,1013,c13/B13,45.0,0.3,0.178489843341298,Train passenger 3,2115.1,-1001.0,-89.06372390238919,-10.793907408269376,33.16506355041419,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-94.93823365842591,-10.799909458235222,27.29055379437746,-87.05902566464644,-10.793132971725486,35.169761788156954,-98.39500199916483,-10.809739521818273,23.83378545363853,-98.92736064204028,-10.812071939001155,23.30142681076312,-101.82754993569029,-10.831229880752147,20.40123751711308,0,
2021-06-25T11:42:58.885,1003,c3/B13,45.0,0.1,0.081344949896415,Waiting passenger 2,-415.0,-1365.0,-117.24901954659374,-40.7931920139566,14.979767906209636,c3/N77,c3/B2,c10/B13,c2/B13,c11/B13,-115.24432130885096,-40.79268200979406,16.984466143952414,-123.12352930263046,-40.79714570881284,9.105258150172926,-123.3010198040164,-40.79736804472081,8.927767648786967,-124.92504136160616,-40.79988492261086,7.3037460911972305,-125.28416243561712,-40.80058011347426,6.944625017186255,0,
2021-06-25T11:42:58.885,1009,c9/N77,59.0,0.1,0.1,Waiting passenger 5,-1485.0,-855.0,-118.08238894918784,-40.793483785409,14.146398503615544,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-120.0870871869306,-40.79446389987902,12.141700265872792,-120.85942697187666,-40.79497976549055,11.369360480926714,-122.55510997710437,-40.796491778654726,9.673677475699025,-122.7378393511185,-40.7966927486126,9.49094810168491,-125.96159694296732,-40.80205842531946,6.267190509836055,0,
2021-06-25T11:42:58.885,1001,c1/B13,30.0,0.25,0.026390142071058,Pedestrian-1,29.433621776828105,-304.4972190611341,-85.45088290489245,-10.792724362670242,36.77790454791093,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-91.3253926609292,-10.795338348581652,30.903394791874188,-83.44618466714971,-10.792387232066645,38.78260278565368,-94.03169172647016,-10.798385194534886,28.197095726333213,-94.22816284674076,-10.798689127122955,28.000624606062605,-94.79171182244956,-10.799641081295263,27.437075630353824,1,Throughput
2021-06-25T11:42:58.885,1009,c9/B13,45.0,0.1,0.0652444929988,Waiting passenger 4,-1421.0,-964.0,-120.37982778052697,-40.79464872363111,11.848959672276427,c9/N77,c2/B13,c10/B13,c8/B13,c9/B2,-118.3751295427842,-40.79360030243353,13.85365791001918,-122.84573594366393,-40.79681544301639,9.38305150913947,-123.42329740113787,-40.7975265832666,8.805490051665501,-125.6833827318455,-40.8014233416221,6.545404720957882,-126.2543375365637,-40.802771972786815,5.974449916239692,0,
2021-06-25T11:42:58.885,1009,c9/B13,45.0,0.1,0.079705831365817,Waiting passenger 10,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.9871808285464474,0,
2021-06-25T11:42:58.895,1009,c9/B13,45.0,0.1,0.0652444929988,Waiting passenger 4,-1421.0,-964.0,-120.37982778052697,-40.79464872363111,11.848959672276427,c9/N77,c2/B13,c10/B13,c8/B13,c9/B2,-118.3751295427842,-40.79360030243353,13.85365791001918,-122.84573594366393,-40.79681544301639,9.38305150913947,-123.42329740113787,-40.7975265832666,8.805490051665501,-125.6833827318455,-40.8014233416221,6.545404720957882,-126.2543375365637,-40.802771972786815,5.974449916239692,0,
2021-06-25T11:42:58.895,1009,c9/N77,59.0,0.1,0.1,Waiting passenger 5,-1485.0,-855.0,-118.08238894918784,-40.793483785409,14.146398503615544,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-120.0870871869306,-40.79446389987902,12.141700265872792,-120.85942697187666,-40.79497976549055,11.369360480926714,-122.55510997710437,-40.796491778654726,9.673677475699025,-122.7378393511185,-40.7966927486126,9.49094810168491,-125.96159694296732,-40.80205842531946,6.267190509836055,0,
2021-06-25T11:42:58.895,1013,c13/N77,68.0,0.3,0.3,Train passenger 2,2019.0,-1009.0,-85.06886787386786,-10.792647583768316,37.15991957893552,c13/B13,c13/B2,c4/N77,c12/N77,c5/N77,-87.07356611161062,-10.793137399612505,35.155221341192764,-92.94807586764736,-10.796934666202644,29.28071158515603,-95.81171167344398,-10.801711241117689,26.417075779359397,-96.37316612030732,-10.803075585374742,25.855621332496067,-99.58991865091907,-10.815401889324663,22.638868801884303,0,
2021-06-25T11:42:58.895,1006,c6/B13,62.0,0.25,0.05,Pedestrian-2,-241.4877106856008,755.0165964905975,-88.37576489256918,-10.79360056395062,33.853022560234216,c6/B2,c6/N77,c7/B13,c1/B13,c5/B13,-94.25027464860592,-10.798724200558825,27.97851280419748,-86.37106665482641,-10.79293954341617,35.857720797976974,-91.63157711427144,-10.795595789370749,30.59721033853195,-93.71700765138527,-10.797926111047346,28.51177980141812,-96.49870734175828,-10.803405478747552,25.730080111045076,1,Throughput
2021-06-25T11:42:58.905,1009,c9/B13,45.0,0.1,0.079705831365817,Waiting passenger 10,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.9871808285464474,0,
2021-06-25T11:42:58.905,1002,c2/B13,91.0,0.75,0.079899475618407,Car-1,-993.0,-818.0,-85.52010045217304,-10.792739011377575,36.70868700063032,c2/B2,c2/N77,c10/B13,c3/B13,c9/B13,-91.3946102082098,-10.795394970787056,30.83417724459359,-83.5154022144303,-10.792396465505178,38.71338523837309,-94.36308257780968,-10.798905936444257,27.86570487499368,-94.84094872739684,-10.79973025976838,27.38783872540653,-95.66186458893658,-10.801375892286371,26.5669228638668,1,Throughput
2021-06-25T11:42:58.905,1009,c9/N77,52.0,0.1,0.1,Waiting passenger 6,-1593.0,-877.0,-116.15870288554056,-40.792885763093366,16.07008456726281,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-118.1634011232833,-40.79351524830079,14.06538632952008,-122.07261488126348,-40.7959999878686,10.156172571539903,-122.6179925680168,-40.79655998727439,9.610794884786593,-123.04228739286958,-40.797046928553975,9.186500059933778,-124.0379108793201,-40.798394606382985,8.190876573483319,0,
2021-06-25T11:42:58.905,1009,c9/N77,59.0,0.1,0.1,Waiting passenger 5,-1485.0,-855.0,-118.08238894918784,-40.793483785409,14.146398503615544,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-120.0870871869306,-40.79446389987902,12.141700265872792,-120.85942697187666,-40.79497976549055,11.369360480926714,-122.55510997710437,-40.796491778654726,9.673677475699025,-122.7378393511185,-40.7966927486126,9.49094810168491,-125.96159694296732,-40.80205842531946,6.267190509836055,0,
2021-06-25T11:42:58.915,1013,c13/N77,68.0,0.3,0.3,Train passenger 2,2018.8,-1009.0,-85.06433640539346,-10.792646712931088,37.16445104740991,c13/B13,c13/B2,c4/N77,c12/N77,c5/N77,-87.06903464313622,-10.793136018090362,35.15975280966716,-92.94354439917296,-10.796929327579091,29.285243053630413,-95.81043494070566,-10.801708334828348,26.41835251209772,-96.37204423926865,-10.803072679998278,25.85674321353473,-99.58938378835144,-10.81539899218265,22.639403664451944,0,
2021-06-25T11:42:58.915,1009,c9/N77,52.0,0.1,0.1,Waiting passenger 6,-1593.0,-877.0,-116.15870288554056,-40.792885763093366,16.07008456726281,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-118.1634011232833,-40.79351524830079,14.06538632952008,-122.07261488126348,-40.7959999878686,10.156172571539903,-122.6179925680168,-40.79655998727439,9.610794884786593,-123.04228739286958,-40.797046928553975,9.186500059933778,-124.0379108793201,-40.798394606382985,8.190876573483319,0,
2021-06-25T11:42:58.915,1010,c10/N77,48.0,0.1,0.1,Waiting passenger 8,-1269.0,-1344.0,-114.80158864270824,-40.79259774161346,17.427198810095135,c10/B13,c9/N77,c10/B2,c2/N77,c3/N77,-116.806286880451,-40.79305832826978,15.422500572352376,-120.77793213177752,-40.79492090662244,11.45085532102586,-122.68079663648771,-40.79662910255398,9.54799081631564,-122.8330111327074,-40.796800814154615,9.395776320095983,-124.97493873408554,-40.79997811671099,7.253848718717838,0,
2021-06-25T11:42:58.915,1009,c9/B13,45.0,0.1,0.079705831365817,Waiting passenger 10,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.9871808285464474,0,
2021-06-25T11:42:58.925,1013,c13/B13,45.0,0.3,0.1785985899490549,Train passenger 1,2114.7,-1004.0,-89.04350677329262,-10.793897680939224,33.185280679510754,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-94.91801652932936,-10.79987188783518,27.310770923474035,-87.03880853554985,-10.79312683974031,35.18997891725353,-98.3989038470192,-10.809755602089949,23.82988360578416,-98.91694824318482,-10.812023536916044,23.311839209618554,-101.8364226958234,-10.831310128517645,20.392364756979973,0,
2021-06-25T11:42:58.925,1006,c6/B13,62.0,0.25,0.05,Pedestrian-2,-241.50019605546456,755.0082829149911,-88.37604656616287,-10.793600679902852,33.85274088664049,c6/B2,c6/N77,c7/B13,c1/B13,c5/B13,-94.25055632219966,-10.79872464849666,27.978231130603756,-86.37134832842013,-10.792939616509102,35.85743912438325,-91.63137526005094,-10.79559561360739,30.597412192752405,-93.7169625717823,-10.797926047632856,28.51182488102108,-96.49879285466726,-10.803405706712796,25.729994598136123,1,Throughput
2021-06-25T11:42:58.925,1002,c2/B13,91.0,0.75,0.079878594183998,Car-1,-993.0,-818.4,-85.52969642411558,-10.792741060686351,36.69909102868779,c2/B2,c2/N77,c10/B13,c3/B13,c9/B13,-91.4042061801523,-10.795402892014536,30.82458127265109,-83.5249981863728,-10.792397757235534,38.703789266430576,-94.3590511954302,-10.798899360275756,27.86973625737317,-94.83970749070116,-10.79972799920334,27.3890799621022,-95.6608371587286,-10.80137363257775,26.567950294074784,1,Throughput
2021-06-25T11:42:58.935,1002,c2/N77,58.0,0.1,0.1,Waiting passenger 3,-1010.0,-1024.0,-117.7378034373918,-40.793356323317134,14.49098401541157,c2/B13,c10/N77,c3/N77,c9/N77,c2/B2,-119.74250167513456,-40.79426171131381,12.486285777668812,-119.9560424327622,-40.79438511322677,12.272745020041178,-122.57115860773968,-40.79650909292192,9.657628845063684,-123.1446579317182,-40.79717170249111,9.084129521085195,-125.6170114311713,-40.801277738157246,6.611776021632076,0,
2021-06-25T11:42:58.935,1009,c9/N77,59.0,0.1,0.1,Waiting passenger 5,-1485.0,-855.0,-118.08238894918784,-40.793483785409,14.146398503615544,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-120.0870871869306,-40.79446389987902,12.141700265872792,-120.85942697187666,-40.79497976549055,11.369360480926714,-122.55510997710437,-40.796491778654726,9.673677475699025,-122.7378393511185,-40.7966927486126,9.49094810168491,-125.96159694296732,-40.80205842531946,6.267190509836055,0,
2021-06-25T11:42:58.945,1009,c9/B13,45.0,0.1,0.079705831365817,Waiting passenger 10,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.9871808285464474,0,
2021-06-25T11:42:58.955,1003,c3/N77,56.0,0.1,0.1,Waiting passenger 9,-594.0,-981.0,-117.22098155116306,-40.79318313766596,15.00780590164031,c2/N77,c3/B13,c10/N77,c1/N77,c3/B2,-117.49790362287884,-40.79327336852185,14.730883829924544,-119.2256797889058,-40.79398698752418,13.00310766389756,-122.37305097166832,-40.79629977259461,9.855736481135056,-124.91947959416471,-40.79987460085867,7.309307858638637,-125.10018954494257,-40.800216812504296,7.128597907860818,0,
2021-06-25T11:42:58.955,1013,c13/B13,45.0,0.3,0.178558428135662,Train passenger 3,2114.4,-1001.0,-89.05097326819767,-10.793901268120976,33.177814184605715,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-94.92548302423442,-10.799885742831776,27.303304428568943,-87.04627503045494,-10.793129101053466,35.182512422348445,-98.39077351902029,-10.809722111668478,23.83801393378308,-98.92362019049072,-10.812054538199147,23.305167262312683,-101.82563208857356,-10.831212556541018,20.4031553642298,0,
2021-06-25T11:42:58.955,1002,c2/B13,91.0,0.75,0.079847299066243,Car-1,-993.0,-819.0,-85.54407796722845,-10.7927441404873,36.68470948557495,c2/B2,c2/N77,c10/B13,c3/B13,c9/B13,-91.4185877232652,-10.795414796400449,30.81019972953821,-83.53937972948567,-10.792399698511202,38.68940772331771,-94.35300067800638,-10.798889501835646,27.875786774797,-94.83784817333756,-10.799724614183802,27.39093927946584,-95.65929820861884,-10.801370248840596,26.569489244184517,1,Throughput
2021-06-25T11:42:58.965,1001,c1/B13,30.0,0.75,0.023745468035201,Car-4,5.0,-467.8,-89.13787152317423,-10.793943473791415,33.09091592962914,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-95.012381279211,-10.800048753974252,27.21640617359237,-87.13317328543152,-10.793155707016057,35.095614167371856,-92.08875763323154,-10.796015574353106,30.14002981957184,-94.13294324589891,-10.798540111638602,28.095844206904435,-94.23619306709408,-10.79870184393559,27.9925943857093,1,Throughput RSRP RSSINR
2021-06-25T11:42:58.965,1013,c13/B13,45.0,0.3,0.17856823371856,Train passenger 3,2114.3,-1001.0,-89.0491503087388,-10.793900391734624,33.179637144064564,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-94.92366006477556,-10.799882357912908,27.30512738802783,-87.04445207099606,-10.793128548590731,35.184335381807315,-98.39016930268836,-10.8097196252741,23.83861815011501,-98.923085743908,-10.812052053139752,23.305701708895405,-101.8253581267233,-10.831210082419815,20.40342932608005,0,
2021-06-25T11:42:58.965,1003,c3/B13,45.0,0.1,0.07624891707102,Waiting passenger 1,-512.0,-913.0,-118.22971706732746,-40.79354144386467,13.999070385475926,c3/N77,c2/B13,c3/B2,c10/B13,c1/B13,-116.22501882958473,-40.79290227591768,16.003768623218654,-119.36398537359848,-40.79405733388117,12.8648020792049,-124.10422682336424,-40.79849580790426,8.12456062943916,-125.37447229239685,-40.80076415253248,6.854315160406532,-126.13155166708712,-40.8024668336771,6.097235785716252,0,
2021-06-25T11:42:58.965,1001,c1/B13,30.0,0.75,0.030746318168776,Car-2,151.79999999999995,-2.0,-79.37917933006973,-10.792037786956444,42.84960812273365,c1/B2,c1/N77,c4/B13,c5/B13,c6/B13,-85.25368908610648,-10.792683887256985,36.975098366696905,-77.37448109232696,-10.79195447951679,44.8543063604764,-94.59108385118144,-10.799287958355734,27.637703601621947,-94.61610033054944,-10.799331106045488,27.61268712225395,-96.7291436175422,-10.804036326776028,25.49964383526116,1,Throughput RSRP
2021-06-25T11:42:58.965,1009,c9/B13,45.0,0.1,0.079705831365817,Waiting passenger 10,-1622.0,-1334.0,-117.56363787749667,-40.79329564502473,14.6651495753067,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-115.55893963975392,-40.79274733383865,16.669847813049465,-121.44042205430902,-40.795432945327306,10.788365398494353,-123.43814763353342,-40.797546142623794,8.79063981926997,-126.63655955740816,-40.80377884805287,5.592227895395227,-128.24160662425692,-40.80911861723644,3.9871808285464474,0,
2021-06-25T11:42:58.965,1003,c3/B13,45.0,0.1,0.081344949896415,Waiting passenger 2,-415.0,-1365.0,-117.24901954659374,-40.7931920139566,14.979767906209636,c3/N77,c3/B2,c10/B13,c2/B13,c11/B13,-115.24432130885096,-40.79268200979406,16.984466143952414,-123.12352930263046,-40.79714570881284,9.105258150172926,-123.3010198040164,-40.79736804472081,8.927767648786967,-124.92504136160616,-40.79988492261086,7.3037460911972305,-125.28416243561712,-40.80058011347426,6.944625017186255,0,
2021-06-25T11:42:58.975,1013,c13/B13,45.0,0.3,0.178647754583346,Train passenger 1,2114.2,-1004.0,-89.03436656961244,-10.79389329802902,33.19442088319094,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-94.90887632564916,-10.79985495940234,27.319911127154214,-87.02966833186967,-10.793124076811123,35.1991191209337,-98.39588734303436,-10.809743169230227,23.832900109769,-98.9142710328002,-10.812011110547216,23.31451642000319,-101.83505600734048,-10.83129775721082,20.393731445462905,0,
2021-06-25T11:42:58.975,1001,c1/B13,30.0,0.75,0.030754497579455,Car-2,151.6,-2.0,-79.36777944327982,-10.792037196283104,42.861008009523566,c1/B2,c1/N77,c4/B13,c5/B13,c6/B13,-85.2422891993166,-10.792681603058682,36.98649825348679,-77.36308120553709,-10.791954107222947,44.865706247266296,-94.59262122059408,-10.7992906028161,27.636166232209305,-94.617628871329,-10.799333750479576,27.611158581474385,-96.7289340400116,-10.804035737732336,25.499853412791747,1,Throughput RSRP
2021-06-25T11:42:58.975,1009,c9/N77,52.0,0.1,0.1,Waiting passenger 6,-1593.0,-877.0,-116.15870288554056,-40.792885763093366,16.07008456726281,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-118.1634011232833,-40.79351524830079,14.06538632952008,-122.07261488126348,-40.7959999878686,10.156172571539903,-122.6179925680168,-40.79655998727439,9.610794884786593,-123.04228739286958,-40.797046928553975,9.186500059933778,-124.0379108793201,-40.798394606382985,8.190876573483319,0,
2021-06-25T11:42:58.985,1003,c3/N77,56.0,0.1,0.1,Waiting passenger 9,-594.0,-981.0,-117.22098155116306,-40.79318313766596,15.00780590164031,c2/N77,c3/B13,c10/N77,c1/N77,c3/B2,-117.49790362287884,-40.79327336852185,14.730883829924544,-119.2256797889058,-40.79398698752418,13.00310766389756,-122.37305097166832,-40.79629977259461,9.855736481135056,-124.91947959416471,-40.79987460085867,7.309307858638637,-125.10018954494257,-40.800216812504296,7.128597907860818,0,
2021-06-25T11:42:58.995,1003,c3/N77,56.0,0.1,0.1,Waiting passenger 9,-594.0,-981.0,-117.22098155116306,-40.79318313766596,15.00780590164031,c2/N77,c3/B13,c10/N77,c1/N77,c3/B2,-117.49790362287884,-40.79327336852185,14.730883829924544,-119.2256797889058,-40.79398698752418,13.00310766389756,-122.37305097166832,-40.79629977259461,9.855736481135056,-124.91947959416471,-40.79987460085867,7.309307858638637,-125.10018954494257,-40.800216812504296,7.128597907860818,0,
2021-06-25T11:42:58.995,1013,c13/B13,45.0,0.3,0.1785976621156519,Train passenger 3,2114.0,-1001.0,-89.04367926701242,-10.79389776374208,33.185108185790966,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-94.91818902304917,-10.799872207650196,27.310598429754247,-87.03898102926964,-10.793126891938156,35.18980642353374,-98.3883564320008,-10.809712167245774,23.8404310208026,-98.9214822596002,-10.81204459911578,23.307305193203163,-101.82453626567737,-10.831202661205396,20.40425118712601,0,
2021-06-25T11:42:59.005,1009,c9/B13,45.0,0.1,0.0652444929988,Waiting passenger 4,-1421.0,-964.0,-120.37982778052697,-40.79464872363111,11.848959672276427,c9/N77,c2/B13,c10/B13,c8/B13,c9/B2,-118.3751295427842,-40.79360030243353,13.85365791001918,-122.84573594366393,-40.79681544301639,9.38305150913947,-123.42329740113787,-40.7975265832666,8.805490051665501,-125.6833827318455,-40.8014233416221,6.545404720957882,-126.2543375365637,-40.802771972786815,5.974449916239692,0,
2021-06-25T11:42:59.005,1001,c1/B13,30.0,0.25,0.026388951064706,Pedestrian-1,29.426159871834827,-304.5567532527711,-85.45254310832169,-10.79272471129856,36.7762443444817,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-91.3270528643584,-10.7953396961543,30.901734588444995,-83.44784487057889,-10.792387451815472,38.78094258222448,-94.03105986333463,-10.798384239048232,28.19772758946873,-94.22805321572665,-10.798688953671544,28.000734237076745,-94.79148154046386,-10.799640666572344,27.43730591233952,1,Throughput
